CEST;"Descricao";Inicio;Fim
1710000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710001;"Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg";2018-01-01;2023-08-31
1710001;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710002;"Açúcar refinado adicionado de aromatizante ou de corante em embalagens de conteúdo superior a 5 kg";2018-01-01;2023-08-31
1710002;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710100;"Açúcar cristal, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g";2018-01-01;2023-08-31
1710100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710101;"Açúcar cristal, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg";2018-01-01;2023-08-31
1710101;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710102;"Açúcar cristal, em embalagens de conteúdo superior a 5 kg";2018-01-01;2023-08-31
1710102;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710200;"Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g";2018-01-01;2023-08-31
1710200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710201;"Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg";2018-01-01;2023-08-31
1710201;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710202;"Açúcar cristal adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg";2018-01-01;2023-08-31
1710202;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710300;"Outros tipos de açúcar, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g";2018-01-01;2023-08-31
1710300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710301;"Outros tipos de açúcar, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg";2018-01-01;2023-08-31
1710301;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710302;"Outros tipos de açúcar, em embalagens de conteúdo superior a 5 kg";2018-01-01;2023-08-31
1710302;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710400;"Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g";2018-01-01;2023-08-31
1710400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710401;"Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg";2018-01-01;2023-08-31
1710401;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710402;"Outros tipos de açúcar adicionado de aromatizante ou de corante, em embalagens de conteúdo superior a 5 kg";2018-01-01;2023-08-31
1710402;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710500;"Outros açúcares em embalagens de conteúdo inferior ou igual a 2 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g";2018-01-01;2023-08-31
1710500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710501;"Outros açúcares, em embalagens de conteúdo superior a 2 kg e inferior ou igual a 5 kg";2018-01-01;2023-08-31
1710501;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710502;"Outros açúcares, em embalagens de conteúdo superior a 5 kg";2018-01-01;2023-08-31
1710502;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710600;"Milho para pipoca (micro-ondas)";2018-01-01;2023-08-31
1710600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710700;"Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em embalagens de conteúdo inferior ou igual a 500 g, exceto os classificados no CEST 17.107.01";2018-01-01;2023-08-31
1710700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710701;"Extratos, essências e concentrados de café e preparações à base destes extratos, essências ou concentrados ou à base de café, em cápsulas";2018-01-01;2023-08-31
1710701;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710800;"Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em embalagens de conteúdo inferior ou igual a 500 g, exceto as bebidas prontas à base de mate ou chá e os itens classificados no CEST 17.108.01";2018-01-01;2023-08-31
1710800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710801;"Extratos, essências e concentrados de chá ou de mate e preparações à base destes extratos, essências ou concentrados ou à base de chá ou de mate, em cápsulas";2018-01-01;2023-08-31
1710801;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1710900;"Preparações em pó para cappuccino e similares, em embalagens de conteúdo inferior ou igual a 500 g";2018-01-01;2023-08-31
1710900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711000;"Refrescos e outras bebidas prontas para beber, à base de chá e mate";2018-01-01;2023-08-31
1711000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711100;"Refrescos e outras bebidas não alcoólicas, exceto os refrigerantes e as demais bebidas nos CEST 03.007.00 e 17.110.00";2018-01-01;2023-08-31
1711100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711200;"Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos";2018-01-01;2020-11-30
1711200;"Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto bebidas hidroeletrolíticas e energéticos";2020-12-01;2023-08-31
1711200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711300;"Bebidas prontas à base de mate ou chá";2018-01-01;2023-08-31
1711300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711400;"Bebidas prontas à base de café";2018-01-01;2023-08-31
1711400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711500;"Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas";2018-01-01;2023-08-31
1711500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711600;"Sementes de anis (erva-doce), badiana (anis-estrelado), funcho, coentro, cominho ou alcaravia; bagas de zimbro; fruta seca, misturas de fruta seca ou de fruta de casa rija; quando acondicionadas em saquinhos, especialmente, para a preparação de infusões ou de tisanas (“chás“)";2020-03-01;2023-08-31
1711600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1711700;"Outras preparações em blocos ou em barras, com peso superior a 2kg, ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo superior a 2kg";2023-01-01;2023-04-30
1711700;"Outras preparações em blocos ou em barras, com peso superior a 2kg, ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo superior a 2kg";2023-05-01;2023-08-31
1711700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900100;"Tinta guache";2018-01-01;2023-08-31
1900100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900200;"Espiral - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914";2018-01-01;2023-08-31
1900200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900300;"Outros espirais - perfil para encadernação, de plástico e outros materiais classificados nas posições 3901 a 3914";2018-01-01;2023-08-31
1900300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900400;"Artigos de escritório e artigos escolares de plástico e outros materiais classificados nas posições 3901 a 3914, exceto estojos";2018-01-01;2023-08-31
1900400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900500;"Maletas e pastas para documentos e de estudante, e artefatos semelhantes";2018-01-01;2023-08-31
1900500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900501;"Baús, malas e maletas para viagem";2018-01-01;2023-08-31
1900501;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900600;"Prancheta de plástico";2018-01-01;2023-08-31
1900600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900700;"Bobina para fax";2018-01-01;2023-08-31
1900700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900800;"Papel seda";2018-01-01;2023-08-31
1900800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1900900;"Bobina para máquina de calcular, PDV ou equipamentos similares";2018-01-01;2023-08-31
1900900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901000;"Cartolina escolar e papel cartão, brancos e coloridos recados auto adesivos papéis de presente, todos cortados em tamanho pronto para uso escolar e doméstico";2018-01-01;2019-06-30
1901000;"Cartolina escolar e papel cartão, brancos e coloridos, cortados em folhas em que um lado seja inferior ou igual a 500 mm e o outro inferior ou igual a 700 mm, quando não dobradas, e peso igual ou superior a 120g/m²; recados autoadesivos (LP note); papéis de presente; todos cortados em tamanho pronto para uso escolar e doméstico";2019-07-01;2023-08-31
1901000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901100;"Papel fotográfico,exceto:emulsionados com haleto de prata, em rolo e, c/ largura igual ou maior a 102mm e compr. menor ou igual a 350m; com haleto de prata tipo brilhante ou fosco, em folha e com largura igual ou maior a 152mm e compr. menor ou igual a 307mm; de qualidade fotográfica com tecnologia, forme imagens por reação química";2018-01-01;2023-08-31
1901100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901200;"Papel almaço";2018-01-01;2023-08-31
1901200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901300;"Papel hectográfico";2018-01-01;2023-08-31
1901300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901400;"Papel celofane e tipo celofane";2018-01-01;2023-08-31
1901400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901500;"Papel impermeável";2018-01-01;2023-08-31
1901500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901600;"Papel crepon";2018-01-01;2023-08-31
1901600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901700;"Papel fantasia";2018-01-01;2023-08-31
1901700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1901800;"Papel-carbono, papel autocopiativo (exceto os vendidos em rolos de diâmetro igual ou superior a 60 cm e os vendidos em folhas de formato igual ou superior a 60 cm de altura e igual ou superior a 90 cm de largura) e outros papéis para cópia ou duplicação, estênceis completos e chapas ofsete, de papel, em folhas, mesmo acondicionados em caixas";2018-01-01;2023-08-31
